GeneName,Ensembl,Pathway,ExpressionResults_Sample1.txt,ExpressionResults_Sample10.txt,ExpressionResults_Sample2.txt,ExpressionResults_Sample3.txt,ExpressionResults_Sample4.txt,ExpressionResults_Sample5.txt,ExpressionResults_Sample6.txt,ExpressionResults_Sample7.txt,ExpressionResults_Sample8.txt,ExpressionResults_Sample9.txt
Gene_194,Ens_100194,Glycolysis,6.57923250104927,6.48538747875965,5.63297081694559,4.85874731944239,7.10961063150705,5.5330788598188,5.83289519292596,5.18247233942311,5.38088699069258,7.56891133122784
Gene_1940,Ens_1001940,DNA_Binding,4.15809126366909,1.06184813063051,3.12637602247271,3.38179593714913,2.50676807211147,3.07608065770905,2.24955516617059,4.01473045993925,1.7168641006133,3.67006815196162
Gene_1941,Ens_1001941,TGFb,2.8346206979852,3.52970398060904,2.44733645104681,3.3913575779346,3.42744143243355,2.93680197678445,4.31746631962356,1.63379884686248,2.75283638374493,4.45737047266538
Gene_1942,Ens_1001942,Glycolysis,3.60003941075633,3.9836713910344,4.41458246890447,3.4926783540215,1.57264081325382,4.99837726002123,3.1028224618407,3.32726339964035,2.89716773153859,3.2282756974503
Gene_1943,Ens_1001943,Glycolysis,3.60728145579992,2.3149525549609,2.90954812811547,3.31913499565552,2.5473561119162,2.72800500228319,3.37160794942767,2.74054055991135,2.37334314784215,2.48384186101743
Gene_1944,Ens_1001944,WntSignaling,2.41721001419455,3.49439866494495,3.86129551527983,2.82320789732437,1.50469165263342,2.36880214789384,3.55004309325047,3.53563563848845,2.44163342613436,2.40091739507339
Gene_1945,Ens_1001945,DNA_Binding,3.97330868754359,5.09367416655414,1.65575286902019,1.38450460642017,2.8133822749839,2.51144713639315,3.49292863526475,2.27942770319061,1.98397324455672,1.11326703228485
Gene_1946,Ens_1001946,Glycolysis,2.84906963726468,4.90044422012017,2.43743126819781,3.86071806753272,1.88361758403347,4.80909583987555,1.66581270410541,1.88308198004422,3.33084854929182,3.72722132287634
Gene_1947,Ens_1001947,Glycolysis,3.00588303598347,2.58386309019603,1.95415709134692,2.66500558134295,3.40482258383964,2.37644704541919,3.01343695864184,2.90495941734716,3.22779037995694,3.66268546245229
Gene_1948,Ens_1001948,TGFb,4.12079075528419,3.54533642572933,3.00893406846859,3.10896791819151,2.82454573884513,2.82900379118438,2.88327607744464,3.0980903396617,3.50640437978457,1.3461238444394
Gene_1949,Ens_1001949,WntSignaling,5.4567314333167,4.15483656697548,4.36144093220307,1.84299212951241,3.54131180098831,4.70405365132696,3.46416900544176,2.62909014458898,2.61695009893906,3.80422872916778
Gene_195,Ens_100195,DNA_Binding,5.75850266354183,6.38532688913141,6.82103262709042,8.18427317617834,7.28329045495892,6.65489733582064,6.88006324913435,5.60509036140597,4.76543608137677,4.93522538754402
Gene_1950,Ens_1001950,Glycolysis,2.45515468359006,1.95974375336765,2.02822021172601,1.43391185362728,2.69519694043365,2.69320778397061,4.27671502601783,3.63294352467415,4.22131515613237,3.39191586382018
Gene_1951,Ens_1001951,DNA_Binding,3.42853951562947,3.5842278651365,1.97190722573439,3.45369271822739,2.96574189582645,2.19135649491012,2.5298353835078,2.58697157082924,2.65745447338833,4.1113915743937
Gene_1952,Ens_1001952,WntSignaling,2.05687641417086,5.13498857595663,2.75539349567199,2.52531263277708,1.47052810117533,2.84310794117794,0.688456299939514,3.16811040742649,1.27471776149555,3.19783809848819
Gene_1953,Ens_1001953,TGFb,3.06402385909017,3.23350705119088,3.16352019736179,4.17931710844971,3.87845321656407,4.80366311183025,3.23260092627713,1.68229970353626,4.33012604232825,4.02377859601865
Gene_1954,Ens_1001954,TGFb,3.60864700446643,0.708425707177514,3.45763125612396,3.78201337266286,1.92227937677322,4.45202152655591,5.07957074524093,3.93893817267543,2.0033272533646,3.8915127509393
Gene_1955,Ens_1001955,Glycolysis,2.94920173495237,1.55336858026708,1.93894355698262,4.20457265226605,2.88435078106924,3.85255468357203,4.06888472964499,2.70493343445361,3.94486604937124,1.86120956332289
Gene_1956,Ens_1001956,DNA_Binding,1.4129443470608,3.79171102435786,4.43215113787187,3.41479133583303,2.48719713672992,3.50116918562214,3.2023407135346,3.11193294709761,4.205644228715,0.383374850895231
Gene_1957,Ens_1001957,Glycolysis,3.40946959768013,2.96041350940213,3.16201474311155,3.9202078159336,3.32009896715234,2.78070164523688,1.89912396113246,2.7742466760071,3.55672410791184,2.57163080371451
Gene_1958,Ens_1001958,TGFb,2.72978761024225,3.1219624331776,4.7398391164745,2.79470912276271,3.40281640512197,2.91938001887991,2.76316881473177,3.64356232814582,3.80021643082647,2.49441579766728
Gene_1959,Ens_1001959,Glycolysis,3.53547125801059,3.61045206271838,2.64353947134378,2.22777101484809,3.63128143909449,5.04198606590884,1.40980736122088,1.21192768924249,3.42473037694253,2.69088398603323
Gene_196,Ens_100196,DNA_Binding,5.13755762883684,6.78925781011292,5.7136043588354,5.60424211792528,7.3583855240481,4.83856192390244,6.57792720969051,6.8228743424351,6.70240309929832,3.5393147913902
Gene_1960,Ens_1001960,Glycolysis,4.22658668722044,2.57446136448831,3.43491304776039,3.1488765805602,2.48800191928672,3.75712634631428,3.86030442700288,3.99872458466414,4.39885873421319,2.83234586348321
Gene_1961,Ens_1001961,Glycolysis,2.4330028100048,3.52427656922269,2.97611016698424,2.54845106038795,3.56716339822777,4.55937043174297,1.83200179987285,4.65488025248762,1.85289400989275,2.5293608375289
Gene_1962,Ens_1001962,Glycolysis,1.51139920651502,3.11446147148594,2.90786051503812,1.84460053439883,3.6316501911992,1.90634787413473,1.50616404105442,3.21522173887912,3.41202782583365,2.88774876571502
Gene_1963,Ens_1001963,TGFb,2.3657037505696,3.82741133019305,4.4673185634976,3.64321421632963,2.46028509731339,3.24157523721541,2.24036205151433,3.5695683707187,3.84252703131048,3.73524709811858
Gene_1964,Ens_1001964,DNA_Binding,3.78270440145031,1.90067606972979,4.29991906954037,3.22688488735665,2.79612713298211,2.3269018084423,3.47476109805534,4.61741936792779,2.45771875546262,2.74757336295704
Gene_1965,Ens_1001965,WntSignaling,4.4144656465818,1.77329241224056,2.54368378466702,1.67378106084808,2.40262366292795,3.30854074900483,1.59571409431556,2.28683910379762,3.70556114230695,4.78318986974821
Gene_1966,Ens_1001966,Glycolysis,2.25855502295606,3.12998425262654,3.46941459623235,2.37366607533151,2.56774425193964,1.76036044464493,4.86217464857222,0.290051316088191,2.3044154903574,2.86336144004275
Gene_1967,Ens_1001967,WntSignaling,2.35406129269793,4.27824047063767,2.37924246024466,3.91513787235655,2.72740825980802,5.34435297745864,2.75340018169965,1.68214800284457,2.71879162610773,3.90660144222069
Gene_1968,Ens_1001968,Glycolysis,1.63326786656581,4.86510926607557,2.18799700930096,1.89074161649189,2.98966701961643,2.89687036257344,2.37685926094738,3.46778874051338,3.4563053001365,3.75826557434217
Gene_1969,Ens_1001969,Glycolysis,2.19452379397694,3.06471690821045,2.61508469814337,2.97675129150834,3.35841862261502,2.4508709390851,2.23441031136646,1.86271873995198,3.36813167044319,5.40569307943507
Gene_197,Ens_100197,Glycolysis,4.91324556698178,5.5121560078687,5.2134964456916,5.42159849105563,5.27427274741375,5.4212004368492,5.73476065357667,5.47066773304071,6.28878832327198,6.40663396445032
Gene_1970,Ens_1001970,DNA_Binding,3.45979039036579,3.06967149324577,4.33802686678719,4.05015378909153,1.69832486735882,3.11795510324099,3.05780278591754,3.15927883663522,2.4762669917143,2.66748067274476
Gene_1971,Ens_1001971,DNA_Binding,2.52460623116473,2.61016804964164,4.30356333021973,4.16487406441744,2.82702714819612,1.9554325272581,3.43757191102438,3.10695589944033,2.52570088343815,3.13429690032718
Gene_1972,Ens_1001972,DNA_Binding,2.87990728395291,4.44339669651958,0.588712115234733,4.39037326313702,4.10640917198094,2.16081292415568,1.47346898910854,2.92569004188752,2.14183050116435,4.96906943331788
Gene_1973,Ens_1001973,DNA_Binding,4.16576585187917,3.35252673748734,2.96894585533358,3.4474007650713,2.36362972920902,1.84310365101753,2.43431106944058,2.00664630729633,2.10228312736779,1.1213788671153
Gene_1974,Ens_1001974,DNA_Binding,4.58862513433273,3.52418968556053,2.9929298505422,3.38200569546006,3.39976112462816,3.36634533795706,4.00251401901216,4.34818931315624,1.46734819724896,2.72810403977454
Gene_1975,Ens_1001975,DNA_Binding,1.93096036352312,1.67833188334008,1.85169768771457,2.66726567412181,2.9973655264046,4.21263816456925,4.03427082060266,3.11031272299925,3.19346680309278,3.44276569323193
Gene_1976,Ens_1001976,DNA_Binding,1.97589932035161,2.30789903909379,3.35851888360434,1.48802744935104,2.59351385029451,3.23187614290548,2.13952853040078,1.19562097256379,3.29901768785731,2.33107747297649
Gene_1977,Ens_1001977,DNA_Binding,1.22810252446436,3.0368555065431,3.67836403201392,2.36108401201024,3.15346447500341,1.15744819349149,4.36490707005363,2.01494769864563,2.50540754330633,2.69195643905632
Gene_1978,Ens_1001978,DNA_Binding,1.70454310183755,2.47049364046317,4.06548112512286,2.78221185457113,2.85456672470108,2.02976588592023,2.35768818101883,1.70627943032594,2.25628343848585,1.99471074451733
Gene_1979,Ens_1001979,Glycolysis,3.99828265867203,2.65171752626992,3.63521747456832,3.52567332352943,5.03276643900441,3.87694687550984,3.46923860193236,1.01875032342989,1.78528790099531,2.83729059487213
Gene_198,Ens_100198,TGFb,8.22752999896074,5.88290665150194,6.24476077104942,5.8131124458981,7.41209799189375,6.43621274755446,5.45962892179143,5.36570041993371,6.50305694736939,6.44054656517894
Gene_1980,Ens_1001980,WntSignaling,3.47222947747197,3.74824665326757,4.75700446458227,2.75814133473953,3.21411399898496,4.7520899416729,4.57062401269035,2.23779740933137,3.58935738569633,4.671115156972
Gene_1981,Ens_1001981,WntSignaling,3.42313449898065,2.76707075143435,3.45665656797361,2.97044500310363,2.02039248080664,2.87342569161961,2.66879801254056,3.28657576364138,2.66581697305555,2.7046407054317
Gene_1982,Ens_1001982,DNA_Binding,3.06008374585971,0.968331488735363,2.74911743514537,3.16473125675869,3.37594871244209,1.27017979389105,2.41070619653491,2.18375237864943,2.5540848856291,3.54514631697189
Gene_1983,Ens_1001983,TGFb,1.71337531930609,3.85224687246256,3.83276598698567,3.40226171742644,2.59281037252554,3.17773503071131,2.35348405481807,3.39757578195664,3.79840002984084,3.09696215998067
Gene_1984,Ens_1001984,DNA_Binding,2.20480832101029,2.62825500034819,3.69826287278625,2.4198548484293,4.58316453093147,1.4420617694378,3.10525648694426,0.403264034101545,2.89875825867035,2.39078251063067
Gene_1985,Ens_1001985,Glycolysis,2.75726396723798,2.29990456782601,2.67609505931853,2.75023905075893,2.95104099010979,2.5629039642021,3.73646847642537,3.05605497319295,3.38789352173859,2.13345278341446
Gene_1986,Ens_1001986,DNA_Binding,2.36903224855627,2.21633067227814,2.69017183668039,0.378073915334376,4.5964902190556,2.88657206108834,2.58452035571033,2.71035599449283,3.6350188640311,0.285844742949771
Gene_1987,Ens_1001987,DNA_Binding,3.51267280916804,2.40219453639329,3.55111078469598,2.06602361839526,3.11014995912767,4.06305637883124,3.38705984251609,3.07490357412684,4.50155804557143,4.52397152536551
Gene_1988,Ens_1001988,TGFb,3.08965278647736,3.10679131846538,2.9903338180299,3.29731161816453,4.20589289877143,1.46755407765529,3.11285334381904,3.4865637375884,2.54123938110175,3.56406409076344
Gene_1989,Ens_1001989,TGFb,4.18795855219879,3.63227548921507,2.37852863527184,4.44691083424824,3.94024552795827,3.31893379567724,3.30354619245237,2.03780722797836,2.20598244299191,2.07006529245166
Gene_199,Ens_100199,Glycolysis,6.08244252046386,7.61787357211712,5.11765394145113,4.84173840386991,7.63800877301833,5.32060204355755,5.76471415680482,4.71314865255336,7.06185591727442,6.01228639489073
Gene_1990,Ens_1001990,DNA_Binding,3.18471012534678,1.66805332320116,2.3558693470202,2.37006013178861,2.61675530387274,4.64768896649227,3.09497970287557,3.38957588387864,2.14022556434798,3.34137934828305
Gene_1991,Ens_1001991,TGFb,2.26088579716946,2.92314930589997,3.14918596683216,2.55876134929082,3.42884545039654,3.30398686767288,3.77735918338162,3.30519787657417,1.54813597897051,0.860512974697508
Gene_1992,Ens_1001992,DNA_Binding,1.63859839439049,3.3316386357468,3.70319657798383,2.11596980545169,4.88624737424467,4.23957470801965,3.19334231606586,3.32599265206443,2.79719289317844,2.58366525553222
Gene_1993,Ens_1001993,Glycolysis,2.56779713384133,3.89267474828285,2.68449617797925,3.48056090651533,3.4249604279069,2.79346469494798,3.62266022415945,1.2696004179341,1.70933732570912,2.08413479422576
Gene_1994,Ens_1001994,Glycolysis,4.06593034633394,3.07469345130211,3.50030122304331,4.26234692137717,3.38048585078366,3.56733305207652,3.95344706751588,2.95273068986218,2.17890682810393,3.78356194613709
Gene_1995,Ens_1001995,DNA_Binding,2.32336177540911,2.97172079251532,2.45298352313591,1.95680487811673,2.2804596053839,3.86472105062479,0.665695879477308,1.32656698054443,3.49001162669971,2.73915557661394
Gene_1996,Ens_1001996,TGFb,1.83920225293112,3.01218687317381,2.0850698368071,3.08512906185593,1.90141423611512,3.25675900923906,5.02565995285273,2.07243659311858,2.42197955659675,3.95805720551573
Gene_1997,Ens_1001997,DNA_Binding,2.46446518156162,2.74455669881579,3.5585677723841,2.53238954883512,2.60252191334457,3.36593839976799,1.46027982746691,3.30383621781973,2.13577648780137,3.16121568033886
Gene_1998,Ens_1001998,Glycolysis,2.61924430504871,5.78073922492136,4.73893199275493,2.28479907911455,3.12434140642946,2.92165864495536,3.71797276284533,1.88547005020294,4.83311511332854,2.70102524180369
Gene_1999,Ens_1001999,TGFb,3.32940911627266,4.05061901265916,2.6791954562375,2.61445467241808,5.13187820794776,3.5081011276048,2.26869704273784,1.68879576349017,5.07022537614014,1.99743654010217
Gene_2,Ens_1002,TGFb,8.29511952896436,7.60509348506139,6.17029716820745,6.19317997095162,4.1797010723942,6.8665485206859,5.32665949674519,8.07629657776669,6.53941419917075,6.96244447268616
Gene_20,Ens_10020,Glycolysis,5.55354841835164,4.6033394618721,5.2749386362492,6.87357954397749,7.38615297023189,5.39921321407044,6.4468956966482,6.72067166350985,7.67788178030709,5.91161817657663
Gene_200,Ens_100200,DNA_Binding,5.47209970124469,5.76056073170661,6.30287856541238,5.58652139826514,5.76697594150617,4.35645010515585,6.44304825254816,6.72044523623248,6.31527729766179,6.49819653723827
Gene_2000,Ens_1002000,DNA_Binding,4.00003026699252,3.13381733396125,2.2009528054713,1.36047974145456,1.93300442897059,1.77448464503188,2.83673740821637,2.23258291109742,4.35516420270974,4.80944482177278
Gene_201,Ens_100201,Glycolysis,7.00844627565418,3.14971524699012,7.12331815858702,4.89279072821636,6.02525814538114,4.81932308855573,6.71546550512712,6.47003363244586,5.39098594899245,5.954208417516
Gene_202,Ens_100202,Glycolysis,6.76836237767754,4.84543679032415,4.86587825382027,6.23226679395675,6.94551273736694,5.0315053362078,7.22574579515412,6.45563380828012,5.58050555803405,4.96466581279622
Gene_203,Ens_100203,DNA_Binding,5.19879217404785,5.36179704613836,5.80596656448878,5.63585171555067,7.59187783105912,6.56364899856999,3.34186591313143,6.00243187337635,6.97797100707193,6.17977186358973
Gene_204,Ens_100204,DNA_Binding,6.62691906719413,6.94296834736805,6.156851218262,6.90056291549035,3.28052113209157,5.76414029722457,7.03186118473363,6.40555977854057,7.02022721298184,6.24176182703366
Gene_205,Ens_100205,DNA_Binding,6.41959491620989,6.40082095279627,5.81562704455142,6.85814600652418,7.36370286471386,7.31658312954288,7.34174999345052,6.53256261811486,5.7917683252945,6.11999831369067
Gene_206,Ens_100206,DNA_Binding,6.24277290978013,4.83009018186883,5.86533318901406,6.77813074648971,7.01705441326459,5.50769028785879,8.07725742092366,4.6394787115268,6.01439213668091,6.5778945966449
Gene_207,Ens_100207,DNA_Binding,7.20345298215593,5.38083635922549,4.78831180799508,7.04204365426748,4.58989542218527,7.31867796764685,5.86466348063438,6.36687359584798,4.0380913808601,6.80690691625541
Gene_208,Ens_100208,DNA_Binding,6.62527841042088,4.75041207457654,5.4599832204438,6.44515039112923,6.28229667425173,7.22375193493447,6.59549331321891,6.79809736940233,4.72107968766784,5.32486029368144
Gene_209,Ens_100209,DNA_Binding,6.08595480212751,6.3275728328187,6.15917865561824,4.88900496283545,6.10584858274904,5.7234377419872,5.73284910274638,5.71261154317581,7.40743721061828,3.75869335634525
Gene_21,Ens_10021,Glycolysis,5.90229924395457,5.12161814388126,4.99577884681097,6.78688124126677,3.92087491009197,4.51929934396701,5.24239905704645,7.06992231696002,7.51721241307474,4.0381628992611
Gene_210,Ens_100210,DNA_Binding,6.12446868067887,6.10248209100572,6.95100552162602,6.16918238226608,5.60527118215449,5.04198017258417,5.3127978782923,4.19080189453765,5.37574634455498,7.33046620339626
Gene_211,Ens_100211,Glycolysis,4.78386567112213,5.00610933719979,5.45177523897969,6.01537912390452,4.7218254373835,6.03406701037004,5.07929058501519,5.36313138289578,5.54549717755132,5.71270029907858
Gene_212,Ens_100212,DNA_Binding,5.91367128848108,5.72168067913618,5.88480178075307,7.99324872001294,4.46295813690793,6.84093298027944,5.38527623779093,6.0394983930942,3.58311015713269,6.77080735038322
Gene_213,Ens_100213,DNA_Binding,6.35944373678408,7.54863081719362,6.19431372879366,5.38386990383913,5.30511159236654,5.46494903945597,5.28377915670026,5.89466905936741,7.75949577620521,5.98777155743815
Gene_214,Ens_100214,Glycolysis,6.44488003535602,6.62352334884664,6.28712540260361,5.16675147713253,4.94602773952892,4.6032698182892,5.48126419085252,4.94738377506286,8.09387567798466,7.19298334664079
Gene_215,Ens_100215,WntSignaling,4.55054255631834,7.45735080460559,6.1100702090044,4.89387988009562,7.42437671328295,7.35476283128485,6.52261152573661,6.62329319548374,7.96052602422906,6.40462452598553
Gene_216,Ens_100216,DNA_Binding,7.38388476123749,6.43281259056933,4.98839766074714,4.96690272014188,8.00448542710959,5.91590679045523,6.13509803812619,5.72431756625683,5.87829564726027,7.22421463193356
Gene_217,Ens_100217,DNA_Binding,5.63094692598741,4.38050229925036,5.97476283397852,6.20831496383513,5.75328436488965,4.47801982853499,6.2318280282467,6.02810789832189,7.37473707968106,4.87335154163708
Gene_218,Ens_100218,TGFb,4.78393493596649,5.19372183276801,4.38875730829952,4.67701404325488,7.65467729283085,7.42238151082003,4.77053644801214,6.51777292223876,6.26679145978057,6.81453587683144
Gene_219,Ens_100219,DNA_Binding,6.81630891671186,6.75619716125931,6.7704827796172,6.81578737588127,5.62313606071717,5.12713778775949,5.99559953837486,7.90186254169579,6.52449381913949,5.70389518965127
Gene_22,Ens_10022,WntSignaling,5.31945907118108,6.42053130383662,6.17267982999159,6.08166647206415,5.3302832571105,7.50212780390127,8.53134452306989,4.9733077025238,6.53682449876869,5.93648628188491
Gene_220,Ens_100220,DNA_Binding,7.27359603939032,6.69177289764493,6.4499351127434,6.20717543324112,6.57657753684753,7.09770816890645,5.48236022194279,5.17419947068386,6.57278932460804,7.18750423143591
Gene_221,Ens_100221,DNA_Binding,5.76165410856638,5.09781878345569,6.49975328021765,5.96992810752564,4.09210703120843,4.74060546669239,4.90824180958848,4.73783824608252,5.90488278687975,5.77616477976152
Gene_222,Ens_100222,DNA_Binding,7.22840958468307,6.11061194251564,5.44459045082247,6.45670365724598,4.6777229781254,4.99141468076031,5.72520553309052,5.84848475261375,6.66424990980315,6.93393280249916
Gene_223,Ens_100223,Glycolysis,7.09462120421448,6.58142553499012,6.101350240798,4.56889954900574,5.78856352514241,7.95447366437224,6.84641178538336,6.37189900083129,6.04225694911847,4.95762067287215
Gene_224,Ens_100224,DNA_Binding,6.25606022396784,3.02215345665116,5.76478033132326,6.07352247437094,5.9490303676628,5.35823370753203,6.34045218552796,6.76157629209679,3.46780643707819,5.62855141018695
Gene_225,Ens_100225,WntSignaling,4.32430007045793,6.54431897252655,7.24722476046558,5.95667374671301,5.92102399725454,7.39237960673568,4.68442577856328,6.2158725716393,6.20612047100501,5.23415268653966
Gene_226,Ens_100226,Glycolysis,6.78011331610388,5.43314428663178,5.06628610654848,4.8954638920782,4.93636122450345,5.79875263533188,7.74643542633741,5.79389671658855,6.08477063571654,4.22002212332564
Gene_227,Ens_100227,DNA_Binding,6.87981558590454,5.24426979181767,4.58351219964783,7.51392552288729,6.68573345647199,5.48211706892446,7.44323767626197,6.85918705042892,2.38056899150993,5.87317345254557
Gene_228,Ens_100228,Glycolysis,7.34263850475666,7.41006854702173,5.24535353514159,5.96045218954383,4.08797611971132,4.58061898261552,5.69600373531805,4.98350805527218,5.28361116926067,6.36374723015993
Gene_229,Ens_100229,DNA_Binding,5.31388271138457,5.7550668376054,6.81395617282272,7.55344570613656,4.93840689370931,4.9273054513196,5.21951375275689,5.95378854202724,5.19624999843395,6.27113262192621
Gene_23,Ens_10023,Glycolysis,6.25031069716868,6.46365023865171,5.94300403637321,3.59534820247776,3.8366516682333,6.51762713412189,4.50762212535513,5.46061734210873,5.23999567840219,5.23148271240804
Gene_230,Ens_100230,Glycolysis,7.18628255501232,5.91794482940896,6.23601198103725,5.73929617574905,6.51721268890128,5.56601562866925,4.27435717987544,7.23624360609192,5.09441904214632,5.89253293256389
Gene_231,Ens_100231,Glycolysis,6.01532591534966,6.14284311657449,5.94033180238466,7.74391864221482,4.99920551596895,7.56138389809069,3.39298520890393,4.31517646972507,4.55512978991272,5.03592698037568
Gene_232,Ens_100232,DNA_Binding,6.41517132721927,6.69587012604785,6.61178606654289,5.62492510081538,6.24344093664901,5.94228124672645,4.08801192684918,6.28460160564743,5.97329946055264,5.67132657243448
Gene_233,Ens_100233,DNA_Binding,5.41478957583016,7.42516662724649,5.58082982225308,5.54352805922006,6.19039311556473,7.34219384656077,5.23056056114295,5.1571574698702,6.02667085566617,7.70560772952935
Gene_234,Ens_100234,TGFb,4.40996684959331,6.44816082138904,5.33446531858222,5.49964633611665,6.45565922476183,6.30152657518102,8.3214383801915,7.20143915429551,6.63077799498459,6.98376175561057
Gene_235,Ens_100235,DNA_Binding,5.51452886784891,5.34739918580665,4.12623834504666,6.16764214024871,4.82368431841831,6.1374149880405,7.64477372157234,5.88953806117925,7.55309747804237,5.41722604589455
Gene_236,Ens_100236,WntSignaling,7.50307610030527,6.59884956794102,7.16371150477901,6.39226713035354,6.059964954666,7.19013634635253,5.27028887950831,6.640421074491,5.41190602995077,5.89362772620247
Gene_237,Ens_100237,DNA_Binding,4.25968518364176,4.58912925888351,3.96581154113887,4.55191912581825,5.10718925113146,6.40788311914432,5.46945383035346,5.05741792721028,4.74081748749866,7.28275420533862
Gene_238,Ens_100238,WntSignaling,7.04432847715709,7.3087609061249,5.78865706275427,5.57231809857156,8.82818032448768,5.21378456487215,6.37658220352309,8.72195798431366,5.6732982743378,5.75740024144399
Gene_239,Ens_100239,DNA_Binding,6.29774362791403,5.19375663766144,7.36287629623789,7.24639176229781,5.12459900647955,6.95104955868204,6.63973016615061,5.70058687023167,8.62780313196421,6.62423568702152
Gene_24,Ens_10024,WntSignaling,5.58448904791569,5.59859730367107,6.97906185048694,4.83719607115875,8.00502782787566,5.66560478734229,5.84101581443366,7.19306542342577,6.17852703187532,4.8609557190357
Gene_240,Ens_100240,TGFb,7.46888845074307,5.32218207217369,5.90736962226835,5.82449501584802,5.85851719301515,4.70329944907479,5.6342197802106,6.00449941169565,6.07150763111105,5.41874637428349
Gene_241,Ens_100241,DNA_Binding,5.26589957407699,5.83669883809592,6.29592637958978,5.76949599015985,5.74620179692652,4.76269356097208,5.17997296876005,5.35392581562477,7.25379066806842,6.93570758902981
Gene_242,Ens_100242,Glycolysis,5.05777435751003,4.35755910468663,7.18531171704588,6.44596189698092,5.3730669205803,6.68756289383922,5.01571310960849,5.77327912677142,6.40170083567905,6.59296026281664
Gene_243,Ens_100243,DNA_Binding,6.0426741656406,5.23349797892065,6.45593820306172,6.01010466474162,6.54018432378437,5.24009973857794,6.10991313744732,5.75783943921137,5.54074297244772,7.01196683854631
Gene_244,Ens_100244,DNA_Binding,5.31159638272859,5.01162902448968,6.17298640938641,6.31882349154048,6.72927753093996,4.83505600550197,4.20946722401947,3.83194268457239,6.7506499450954,4.69278661530095
Gene_245,Ens_100245,DNA_Binding,4.59734331023996,5.69265550606193,6.12952465963963,7.98521998376145,6.00985437794605,7.13199417319891,4.6787710287138,6.69084621318838,4.44691657572344,5.57910791682211
Gene_246,Ens_100246,TGFb,5.67575277326508,5.27469028948176,4.04513217105023,5.09380015977713,7.95558585764709,6.90950750114855,4.92422164912648,6.10842762156131,4.80279000777968,5.94296413284979
Gene_247,Ens_100247,DNA_Binding,6.15495625683023,6.87243664834503,6.06510782803833,5.77815636357342,6.02663248169721,6.82963706615412,6.59581601354467,5.364583571906,5.44480060292469,5.25523777445389
Gene_248,Ens_100248,DNA_Binding,6.31530880093352,6.8632912800725,5.69670748560959,6.83263973579476,6.23071842438666,6.10612759685821,4.92015905393559,5.21299896990858,6.34820961228814,7.03573864671116
Gene_249,Ens_100249,DNA_Binding,6.035763767665,5.41052389744853,5.98846786688923,5.77353848137432,5.12916658392523,5.81738416831153,7.07719715844571,6.45670535111688,5.67330021705153,5.06757657767509
Gene_25,Ens_10025,DNA_Binding,5.06030193630989,6.44559972164017,4.39947277192387,4.06992596615577,5.24481460972165,7.66691964077945,5.70652535309784,6.7262918852947,6.70776903829259,7.57500358902547
Gene_250,Ens_100250,Glycolysis,5.29513223571895,6.52359938890698,7.40099952504761,7.70194417057626,6.78635365757981,7.16253314020477,7.32505706372075,5.08229514214868,7.43733154377955,5.9443975255485
Gene_251,Ens_100251,Glycolysis,6.66678000584349,6.51772690520404,5.7607327441082,7.51753327050706,4.64456866731471,5.88666532585958,6.1724407507253,5.15887989679877,4.88350896679227,4.07907828778036
Gene_252,Ens_100252,DNA_Binding,6.93032648425925,5.86960218519327,6.52416447632249,5.01855182395165,6.67126703808648,6.28906881346451,5.43830724457869,6.96781893891548,2.80095295561492,5.01832974309409
Gene_253,Ens_100253,Glycolysis,6.50358532822308,6.35471036334766,6.49220253792959,6.40713108299757,6.50899338052002,5.30531885282606,7.09041018944105,6.08530025020808,6.53665070648027,5.16067639794283
Gene_254,Ens_100254,DNA_Binding,6.00694330240451,5.24717968824264,6.85358593665043,3.98444185596911,5.0413005521977,4.99055379983264,6.1317495972515,4.60778243527611,5.3304744215426,6.19867555290373
Gene_255,Ens_100255,WntSignaling,6.91950705002388,6.57023883170511,5.68170894823872,5.53806450017646,8.07318716766289,4.63763454726637,5.49351961856392,6.79944312135794,5.61695356063279,5.05942638940925
Gene_256,Ens_100256,TGFb,6.42925346133962,7.69673259617118,6.87118039151899,7.9178822263604,7.83243749597663,5.50128555297291,6.40060427788727,6.92069572850839,7.09099603088461,4.49903586550503
Gene_257,Ens_100257,DNA_Binding,8.07513683823493,5.96408053789226,6.98985493630295,7.36539436282454,5.69738253835519,6.87844709203884,5.69110770136102,6.63397442224361,5.52677928303717,6.92986226505043
Gene_258,Ens_100258,TGFb,6.03897573724273,6.00227560633531,6.01120833853953,5.36698743543777,7.76296254458333,6.01800729298048,5.09911939806916,5.98152051018456,6.11431059796158,5.32246701349554
Gene_259,Ens_100259,DNA_Binding,6.94046366922957,7.29416739960659,5.29273646421296,5.35427700533738,6.56186000148833,6.5616809386986,6.25556102901748,6.00164391920785,6.56350951540296,5.70500337312188
Gene_26,Ens_10026,TGFb,6.62434160445487,7.09774106971548,7.13351220705431,7.5986171369559,5.83775041712407,5.04049358029488,5.32573248459528,4.98436613297668,7.1531658165323,6.74677660761972
Gene_260,Ens_100260,WntSignaling,5.40314397955398,5.61590483832672,5.58807464884517,6.84668449272993,5.65718493278916,4.67549759169414,5.0662390857596,7.21755511792345,4.52868077553973,6.33975924603589
